#REFERENCE 3 35.2821934 -66.3871985
1.1 6.124 9.036 0.154 0.038 159.17 3.120 -0.93 27.172 17.799 0.95 -1.88
1.1 6.124 9.036 0.154 0.038 159.17 3.120 -0.93 -0.637 -1.568 -3.70 2.77
1.1 6.124 9.036 0.154 0.038 159.17 3.120 -0.93 -2.641 -6.926 -0.93 -0.00
1.2 -1.432 10.577 0.159 0.038 177.52 3.120 -0.96 -16.881 27.020 1.08 -2.04
1.2 -1.432 10.577 0.159 0.038 177.52 3.120 -0.96 -0.053 -1.699 -3.74 2.78
1.2 -1.432 10.577 0.159 0.038 177.52 3.120 -0.96 -0.314 -7.420 -0.96 0.00
1.3 11.167 -0.656 0.048 0.021 22.25 3.120 1.02 -0.679 -0.122 -5.11 6.13
1.3 11.167 -0.656 0.048 0.021 22.25 3.120 1.02 -11.629 -4.874 1.02 0.00
