#REFERENCE 0 35.2821934 -66.3871985
35 35.2831280 -66.3881417 0.6779 0.5776 -20.50 0.04
36 35.2917306 -66.3867351 0.0000 0.0000 10.10 0.00
36 35.291731 -66.386735 0.0000 0.0000 10.10 0.00
36 35.2917306 -66.3867351 0.0000 0.0000 10.10 0.00
36 35.2917306 -66.3867351 0.5788 0.5193 10.10 0.02
37 35.2955066 -66.3867058 0.0000 0.0000 -88.00 0.00
37 35.295507 -66.386706 0.0000 0.0000 -88.00 0.00
37 35.2955066 -66.3867058 0.0000 0.0000 -88.00 0.00
37 35.2955066 -66.3867058 0.3454 0.2576 -88.00 0.00
42 35.3193130 -66.3884846 0.0000 0.0000 -47.20 0.00
42 35.319313 -66.388485 0.0000 0.0000 -47.20 0.00
42 35.3193130 -66.3884846 0.0000 0.0000 -47.20 0.00
42 35.3193130 -66.3884846 0.3310 0.2749 -47.20 0.00
47 35.2865643 -66.3897987 0.0000 0.0000 60.40 0.00
47 35.286564 -66.389799 0.0000 0.0000 60.40 0.00
47 35.2865643 -66.3897987 0.0000 0.0000 60.40 0.00
47 35.2865643 -66.3897987 0.6047 0.5164 60.40 0.03
48 35.2838778 -66.3903800 0.0000 0.0000 -33.20 0.00
48 35.283878 -66.390380 0.0000 0.0000 -33.20 0.00
48 35.2838778 -66.3903800 0.0000 0.0000 -33.20 0.00
48 35.2838778 -66.3903800 0.7473 0.3830 -33.20 0.01
51 35.2505860 -66.3907059 0.0000 0.0000 -16.90 0.00
51 35.250586 -66.390706 0.0000 0.0000 -16.90 0.00
51 35.2505860 -66.3907059 0.0000 0.0000 -16.90 0.00
51 35.2505860 -66.3907059 0.3694 0.3324 -16.90 0.00
55 35.2889263 -66.3918181 0.0000 0.0000 76.70 0.00
55 35.288926 -66.391818 0.0000 0.0000 76.70 0.00
55 35.2889263 -66.3918181 0.0000 0.0000 76.70 0.00
55 35.2889263 -66.3918181 0.6687 0.5897 76.70 0.04
57 35.2856453 -66.3927584 0.0000 0.0000 -32.40 0.00
57 35.285645 -66.392758 0.0000 0.0000 -32.40 0.00
57 35.2856453 -66.3927584 0.0000 0.0000 -32.40 0.00
57 35.2856453 -66.3927584 0.5867 0.5021 -32.40 0.02
58 35.2853201 -66.3933729 0.0000 0.0000 -39.20 0.00
58 35.285320 -66.393373 0.0000 0.0000 -39.20 0.00
58 35.2853201 -66.3933729 0.0000 0.0000 -39.20 0.00
58 35.2853201 -66.3933729 0.3706 0.3457 -39.20 0.00
60 35.2693888 -66.3939226 0.0000 0.0000 -88.40 0.00
60 35.269389 -66.393923 0.0000 0.0000 -88.40 0.00
60 35.2693888 -66.3939226 0.0000 0.0000 -88.40 0.00
60 35.2693888 -66.3939226 0.4148 0.3803 -88.40 0.01
61 35.2628222 -66.3945783 0.0000 0.0000 -24.60 0.00
61 35.262822 -66.394578 0.0000 0.0000 -24.60 0.00
61 35.2628222 -66.3945783 0.0000 0.0000 -24.60 0.00
61 35.2628222 -66.3945783 0.3941 0.2978 -24.60 0.00
65 35.2841500 -66.3964958 0.0000 0.0000 -6.80 0.00
65 35.284150 -66.396496 0.0000 0.0000 -6.80 0.00
65 35.2841500 -66.3964958 0.0000 0.0000 -6.80 0.00
65 35.2841500 -66.3964958 0.4461 0.4379 -6.80 0.01
66 35.2609860 -66.3971094 0.0000 0.0000 -80.80 0.00
66 35.260986 -66.397109 0.0000 0.0000 -80.80 0.00
66 35.2609860 -66.3971094 0.0000 0.0000 -80.80 0.00
66 35.2609860 -66.3971094 0.3108 0.2957 -80.80 0.00
67 35.3055631 -66.3978894 0.0000 0.0000 -2.80 0.00
67 35.305563 -66.397889 0.0000 0.0000 -2.80 0.00
67 35.3055631 -66.3978894 0.0000 0.0000 -2.80 0.00
67 35.3055631 -66.3978894 0.5208 0.4498 -2.80 0.01
69 35.2963062 -66.3993147 0.0000 0.0000 89.80 0.00
69 35.296306 -66.399315 0.0000 0.0000 89.80 0.00
69 35.2963062 -66.3993147 0.0000 0.0000 89.80 0.00
69 35.2963062 -66.3993147 0.4524 0.4072 89.80 0.01
71 35.2674929 -66.4001138 0.0000 0.0000 -57.50 0.00
71 35.267493 -66.400114 0.0000 0.0000 -57.50 0.00
71 35.2674929 -66.4001138 0.0000 0.0000 -57.50 0.00
71 35.2674929 -66.4001138 0.5080 0.3628 -57.50 0.01
73 35.3037908 -66.4003619 0.0000 0.0000 -33.00 0.00
73 35.303791 -66.400362 0.0000 0.0000 -33.00 0.00
73 35.3037908 -66.4003619 0.0000 0.0000 -33.00 0.00
73 35.3037908 -66.4003619 0.6483 0.4671 -33.00 0.02
74 35.2686772 -66.4007071 0.0000 0.0000 8.20 0.00
74 35.268677 -66.400707 0.0000 0.0000 8.20 0.00
74 35.2686772 -66.4007071 0.0000 0.0000 8.20 0.00
74 35.2686772 -66.4007071 0.4661 0.4156 8.20 0.01
76 35.2983019 -66.4016465 0.0000 0.0000 -29.70 0.00
76 35.298302 -66.401646 0.0000 0.0000 -29.70 0.00
76 35.2983019 -66.4016465 0.0000 0.0000 -29.70 0.00
76 35.2983019 -66.4016465 0.3443 0.2779 -29.70 0.00
77 35.2999016 -66.4029774 0.0000 0.0000 64.00 0.00
77 35.299902 -66.402977 0.0000 0.0000 64.00 0.00
77 35.2999016 -66.4029774 0.0000 0.0000 64.00 0.00
77 35.2999016 -66.4029774 0.5461 0.3512 64.00 0.01
