#Nsample
#ln(Lhood)
#O1 : emass
#O1 : theta (deg)
#O1 : rc (arcsec)
#O1 : sigma (km/s)
#O2 : rc (arcsec)
#O2 : sigma (km/s)
#O3 : emass
#O3 : theta (deg)
#O3 : rc (arcsec)
#O3 : sigma (km/s)
#Pot0 rcut (arcsec)
#Pot0 sigma (km/s)
#Chi2
1 -1311.391798 0.600406 79.999398 0.760058 946.510921 0.974146 232.887991 0.569763 73.127204 20.367627 101.312863 0.482466 86.093072 2627.851009
1 -1311.085220 0.600027 79.966378 0.755269 957.747650 7.662741 148.650156 0.207420 73.343444 21.916633 106.447068 0.494580 88.465899 2627.077635
1 -1311.647682 0.600568 79.993777 0.756950 953.581794 15.372117 109.884006 0.572522 71.035350 19.744190 112.716720 0.463169 88.350172 2628.279018
1 -1313.551518 0.600583 79.997689 0.760709 960.223266 18.354308 105.417672 0.388557 77.962027 19.539714 101.851099 0.500660 84.791368 2632.009624
1 -1311.094418 0.600658 79.965995 0.755186 956.633909 21.198210 153.384719 0.339192 72.564885 21.976403 105.084462 0.479014 86.554321 2627.124255
1 -1311.528579 0.600994 79.959622 0.755854 947.952492 4.335558 216.450702 0.417952 64.529717 20.364664 100.712843 0.461774 85.156854 2628.109131
1 -1311.138258 0.600538 79.956138 0.756789 949.905385 6.272835 232.022645 0.032937 68.048754 21.691766 100.055640 0.475402 87.560709 2627.294852
1 -1311.233796 0.600450 79.990091 0.755496 958.005905 20.967039 125.423709 0.353052 75.002105 21.286925 113.275381 0.459608 86.549978 2627.396818
1 -1310.769602 0.600015 79.984455 0.757482 955.329646 12.397221 149.901441 0.208146 72.908040 22.317015 110.652072 0.474546 88.862329 2626.497721
1 -1309.329759 0.601086 79.998206 0.757366 954.398428 3.246817 153.296359 0.201715 67.867304 22.484668 101.908607 0.456700 88.245098 2623.628242
2 -1308.840558 0.601005 79.978088 0.755584 951.776840 4.652421 161.303924 0.049850 73.623857 22.275655 100.673598 0.488721 85.155332 2622.685316
2 -1310.044853 0.601214 79.960373 0.755114 950.526090 6.864702 211.489130 0.030472 62.666700 22.160098 100.741095 0.462098 86.031381 2625.106894
2 -1312.305198 0.600078 79.984030 0.755330 951.536005 15.436626 127.540096 0.357681 70.635237 18.172553 117.097782 0.480247 87.587548 2629.626209
2 -1310.076887 0.600808 79.991556 0.756217 947.790310 14.512858 204.465329 0.006738 73.888674 21.647252 100.907026 0.493936 85.148009 2625.218865
2 -1310.995612 0.600860 79.964502 0.757048 954.092589 11.297183 163.937596 0.414988 68.623348 22.254733 100.140328 0.480875 86.490668 2626.959999
2 -1311.623964 0.600541 79.997992 0.758468 950.504985 14.224517 158.778237 0.110837 71.656050 19.018820 109.614689 0.479161 85.953429 2628.293830
2 -1311.142163 0.600409 79.987198 0.756318 951.740285 1.273640 170.386366 0.400158 69.294164 19.192732 111.507642 0.478888 85.668612 2627.290578
2 -1311.128665 0.600657 79.978812 0.758047 948.605971 3.703188 252.190158 0.271586 67.366044 22.282716 104.804660 0.458321 87.103379 2627.295339
2 -1309.539234 0.600618 79.989951 0.755142 946.974929 2.111472 248.351743 0.530869 71.237906 20.377937 102.239549 0.457087 86.243939 2624.126942
2 -1309.231287 0.601024 79.990104 0.755140 957.234216 6.199791 104.216918 0.256226 67.876910 22.245066 100.949330 0.459724 88.680519 2623.386277
3 -1310.063138 0.600864 79.987225 0.755615 945.933094 2.188511 250.362970 0.506666 76.039085 21.349223 105.086786 0.480152 84.593275 2625.190871
